Pavardė        Vardas        Galutinis (Med.)    
Pavarde2640    Vardas2640     3.80
Pavarde9380    Vardas9380     3.80
Pavarde8649    Vardas8649     3.80
Pavarde5632    Vardas5632     3.80
Pavarde3219    Vardas3219     3.80
Pavarde7525    Vardas7525     3.80
Pavarde9808    Vardas9808     3.80
Pavarde1475    Vardas1475     3.80
Pavarde9368    Vardas9368     3.80
Pavarde5630    Vardas5630     3.80
Pavarde3672    Vardas3672     3.80
Pavarde3224    Vardas3224     3.80
Pavarde627     Vardas627      3.80
Pavarde8436    Vardas8436     3.80
Pavarde5703    Vardas5703     3.80
Pavarde3118    Vardas3118     3.80
Pavarde5288    Vardas5288     3.80
Pavarde9443    Vardas9443     3.80
Pavarde8473    Vardas8473     3.80
Pavarde1693    Vardas1693     3.80
Pavarde5085    Vardas5085     3.80
Pavarde3529    Vardas3529     3.80
Pavarde8489    Vardas8489     3.80
Pavarde6478    Vardas6478     3.80
Pavarde9437    Vardas9437     3.80
Pavarde4531    Vardas4531     3.80
Pavarde6212    Vardas6212     3.80
Pavarde1653    Vardas1653     3.80
Pavarde7031    Vardas7031     3.80
Pavarde3160    Vardas3160     3.80
Pavarde8539    Vardas8539     3.80
Pavarde8535    Vardas8535     3.80
Pavarde3598    Vardas3598     3.80
Pavarde5664    Vardas5664     3.80
Pavarde5669    Vardas5669     3.80
Pavarde1645    Vardas1645     3.80
Pavarde2621    Vardas2621     3.80
Pavarde399     Vardas399      3.80
Pavarde539     Vardas539      3.80
Pavarde7505    Vardas7505     3.80
Pavarde6740    Vardas6740     3.80
Pavarde672     Vardas672      3.80
Pavarde4173    Vardas4173     3.80
Pavarde5374    Vardas5374     3.80
Pavarde2290    Vardas2290     3.80
Pavarde3534    Vardas3534     3.80
Pavarde8890    Vardas8890     3.80
Pavarde3501    Vardas3501     3.80
Pavarde779     Vardas779      3.80
Pavarde751     Vardas751      3.80
Pavarde5187    Vardas5187     3.80
Pavarde3798    Vardas3798     3.80
Pavarde8346    Vardas8346     3.80
Pavarde6467    Vardas6467     3.80
Pavarde205     Vardas205      3.80
Pavarde6255    Vardas6255     3.80
Pavarde7252    Vardas7252     3.80
Pavarde1538    Vardas1538     3.80
Pavarde8845    Vardas8845     3.80
Pavarde8825    Vardas8825     3.80
Pavarde3190    Vardas3190     3.80
Pavarde4639    Vardas4639     3.80
Pavarde3778    Vardas3778     3.80
Pavarde3666    Vardas3666     3.80
Pavarde4583    Vardas4583     3.80
Pavarde3107    Vardas3107     3.80
Pavarde1401    Vardas1401     3.80
Pavarde9798    Vardas9798     3.80
Pavarde7756    Vardas7756     3.80
Pavarde9811    Vardas9811     3.80
Pavarde5955    Vardas5955     3.80
Pavarde3142    Vardas3142     3.80
Pavarde8127    Vardas8127     3.80
Pavarde8118    Vardas8118     3.80
Pavarde3413    Vardas3413     3.80
Pavarde8193    Vardas8193     3.80
Pavarde1007    Vardas1007     3.80
Pavarde9833    Vardas9833     3.80
Pavarde5471    Vardas5471     3.80
Pavarde4563    Vardas4563     3.80
Pavarde1580    Vardas1580     3.80
Pavarde6798    Vardas6798     3.80
Pavarde7267    Vardas7267     3.80
Pavarde9700    Vardas9700     3.80
Pavarde5895    Vardas5895     3.80
Pavarde7359    Vardas7359     3.80
Pavarde8335    Vardas8335     3.80
Pavarde2721    Vardas2721     4.00
Pavarde2879    Vardas2879     4.00
Pavarde2460    Vardas2460     4.00
Pavarde2465    Vardas2465     4.00
Pavarde7324    Vardas7324     4.00
Pavarde7742    Vardas7742     4.00
Pavarde7399    Vardas7399     4.00
Pavarde2405    Vardas2405     4.00
Pavarde7695    Vardas7695     4.00
Pavarde7403    Vardas7403     4.00
Pavarde2858    Vardas2858     4.00
Pavarde2779    Vardas2779     4.00
Pavarde4153    Vardas4153     4.00
Pavarde2728    Vardas2728     4.00
Pavarde2435    Vardas2435     4.00
Pavarde6050    Vardas6050     4.00
Pavarde2870    Vardas2870     4.00
Pavarde7437    Vardas7437     4.00
Pavarde7375    Vardas7375     4.00
Pavarde7620    Vardas7620     4.00
Pavarde2596    Vardas2596     4.00
Pavarde2806    Vardas2806     4.00
Pavarde2587    Vardas2587     4.00
Pavarde7777    Vardas7777     4.00
Pavarde7582    Vardas7582     4.00
Pavarde2567    Vardas2567     4.00
Pavarde7364    Vardas7364     4.00
Pavarde6034    Vardas6034     4.00
Pavarde7593    Vardas7593     4.00
Pavarde2380    Vardas2380     4.00
Pavarde4146    Vardas4146     4.00
Pavarde6036    Vardas6036     4.00
Pavarde7603    Vardas7603     4.00
Pavarde4208    Vardas4208     4.00
Pavarde6097    Vardas6097     4.00
Pavarde7624    Vardas7624     4.00
Pavarde7628    Vardas7628     4.00
Pavarde4088    Vardas4088     4.00
Pavarde7790    Vardas7790     4.00
Pavarde6063    Vardas6063     4.00
Pavarde2504    Vardas2504     4.00
Pavarde7457    Vardas7457     4.00
Pavarde7644    Vardas7644     4.00
Pavarde5968    Vardas5968     4.00
Pavarde2481    Vardas2481     4.00
Pavarde7435    Vardas7435     4.00
Pavarde2476    Vardas2476     4.00
Pavarde7669    Vardas7669     4.00
Pavarde9205    Vardas9205     4.00
Pavarde3447    Vardas3447     4.00
Pavarde5388    Vardas5388     4.00
Pavarde841     Vardas841      4.00
Pavarde4842    Vardas4842     4.00
Pavarde6728    Vardas6728     4.00
Pavarde9223    Vardas9223     4.00
Pavarde866     Vardas866      4.00
Pavarde870     Vardas870      4.00
Pavarde4835    Vardas4835     4.00
Pavarde4834    Vardas4834     4.00
Pavarde9259    Vardas9259     4.00
Pavarde9203    Vardas9203     4.00
Pavarde890     Vardas890      4.00
Pavarde899     Vardas899      4.00
Pavarde909     Vardas909      4.00
Pavarde910     Vardas910      4.00
Pavarde9164    Vardas9164     4.00
Pavarde4815    Vardas4815     4.00
Pavarde9150    Vardas9150     4.00
Pavarde5441    Vardas5441     4.00
Pavarde770     Vardas770      4.00
Pavarde9354    Vardas9354     4.00
Pavarde705     Vardas705      4.00
Pavarde4909    Vardas4909     4.00
Pavarde6658    Vardas6658     4.00
Pavarde3487    Vardas3487     4.00
Pavarde9338    Vardas9338     4.00
Pavarde9327    Vardas9327     4.00
Pavarde759     Vardas759      4.00
Pavarde9305    Vardas9305     4.00
Pavarde6772    Vardas6772     4.00
Pavarde9300    Vardas9300     4.00
Pavarde774     Vardas774      4.00
Pavarde6322    Vardas6322     4.00
Pavarde5364    Vardas5364     4.00
Pavarde9293    Vardas9293     4.00
Pavarde802     Vardas802      4.00
Pavarde3459    Vardas3459     4.00
Pavarde6319    Vardas6319     4.00
Pavarde9269    Vardas9269     4.00
Pavarde1157    Vardas1157     4.00
Pavarde1081    Vardas1081     4.00
Pavarde9016    Vardas9016     4.00
Pavarde3352    Vardas3352     4.00
Pavarde6834    Vardas6834     4.00
Pavarde1120    Vardas1120     4.00
Pavarde1122    Vardas1122     4.00
Pavarde8969    Vardas8969     4.00
Pavarde8968    Vardas8968     4.00
Pavarde8955    Vardas8955     4.00
Pavarde5495    Vardas5495     4.00
Pavarde1163    Vardas1163     4.00
Pavarde1168    Vardas1168     4.00
Pavarde4698    Vardas4698     4.00
Pavarde1190    Vardas1190     4.00
Pavarde5541    Vardas5541     4.00
Pavarde4677    Vardas4677     4.00
Pavarde1214    Vardas1214     4.00
Pavarde3912    Vardas3912     4.00
Pavarde8894    Vardas8894     4.00
Pavarde1006    Vardas1006     4.00
Pavarde947     Vardas947      4.00
Pavarde6776    Vardas6776     4.00
Pavarde9115    Vardas9115     4.00
Pavarde4783    Vardas4783     4.00
Pavarde4782    Vardas4782     4.00
Pavarde9099    Vardas9099     4.00
Pavarde4779    Vardas4779     4.00
Pavarde4775    Vardas4775     4.00
Pavarde3388    Vardas3388     4.00
Pavarde3844    Vardas3844     4.00
Pavarde4771    Vardas4771     4.00
Pavarde9082    Vardas9082     4.00
Pavarde9073    Vardas9073     4.00
Pavarde3382    Vardas3382     4.00
Pavarde1031    Vardas1031     4.00
Pavarde9044    Vardas9044     4.00
Pavarde6808    Vardas6808     4.00
Pavarde1063    Vardas1063     4.00
Pavarde3367    Vardas3367     4.00
Pavarde9709    Vardas9709     4.00
Pavarde3667    Vardas3667     4.00
Pavarde9758    Vardas9758     4.00
Pavarde9757    Vardas9757     4.00
Pavarde5038    Vardas5038     4.00
Pavarde5255    Vardas5255     4.00
Pavarde303     Vardas303      4.00
Pavarde9734    Vardas9734     4.00
Pavarde9726    Vardas9726     4.00
Pavarde329     Vardas329      4.00
Pavarde3800    Vardas3800     4.00
Pavarde5050    Vardas5050     4.00
Pavarde6517    Vardas6517     4.00
Pavarde9706    Vardas9706     4.00
Pavarde6523    Vardas6523     4.00
Pavarde3628    Vardas3628     4.00
Pavarde3623    Vardas3623     4.00
Pavarde5000    Vardas5000     4.00
Pavarde4994    Vardas4994     4.00
Pavarde9649    Vardas9649     4.00
Pavarde408     Vardas408      4.00
Pavarde9915    Vardas9915     4.00
Pavarde5150    Vardas5150     4.00
Pavarde6412    Vardas6412     4.00
Pavarde9977    Vardas9977     4.00
Pavarde33      Vardas33       4.00
Pavarde43      Vardas43       4.00
Pavarde47      Vardas47       4.00
Pavarde3738    Vardas3738     4.00
Pavarde9942    Vardas9942     4.00
Pavarde3723    Vardas3723     4.00
Pavarde9644    Vardas9644     4.00
Pavarde148     Vardas148      4.00
Pavarde5192    Vardas5192     4.00
Pavarde9859    Vardas9859     4.00
Pavarde5202    Vardas5202     4.00
Pavarde3687    Vardas3687     4.00
Pavarde9827    Vardas9827     4.00
Pavarde9824    Vardas9824     4.00
Pavarde5224    Vardas5224     4.00
Pavarde9784    Vardas9784     4.00
Pavarde659     Vardas659      4.00
Pavarde3538    Vardas3538     4.00
Pavarde3535    Vardas3535     4.00
Pavarde606     Vardas606      4.00
Pavarde9447    Vardas9447     4.00
Pavarde5319    Vardas5319     4.00
Pavarde625     Vardas625      4.00
Pavarde9422    Vardas9422     4.00
Pavarde3834    Vardas3834     4.00
Pavarde5333    Vardas5333     4.00
Pavarde579     Vardas579      4.00
Pavarde668     Vardas668      4.00
Pavarde6330    Vardas6330     4.00
Pavarde9392    Vardas9392     4.00
Pavarde678     Vardas678      4.00
Pavarde9385    Vardas9385     4.00
Pavarde685     Vardas685      4.00
Pavarde690     Vardas690      4.00
Pavarde693     Vardas693      4.00
Pavarde9369    Vardas9369     4.00
Pavarde9556    Vardas9556     4.00
Pavarde412     Vardas412      4.00
Pavarde9633    Vardas9633     4.00
Pavarde9616    Vardas9616     4.00
Pavarde445     Vardas445      4.00
Pavarde9610    Vardas9610     4.00
Pavarde9590    Vardas9590     4.00
Pavarde470     Vardas470      4.00
Pavarde9572    Vardas9572     4.00
Pavarde9570    Vardas9570     4.00
Pavarde7808    Vardas7808     4.00
Pavarde9551    Vardas9551     4.00
Pavarde513     Vardas513      4.00
Pavarde3817    Vardas3817     4.00
Pavarde9514    Vardas9514     4.00
Pavarde6345    Vardas6345     4.00
Pavarde9511    Vardas9511     4.00
Pavarde4942    Vardas4942     4.00
Pavarde9499    Vardas9499     4.00
Pavarde3545    Vardas3545     4.00
Pavarde5749    Vardas5749     4.00
Pavarde4486    Vardas4486     4.00
Pavarde8378    Vardas8378     4.00
Pavarde4066    Vardas4066     4.00
Pavarde8371    Vardas8371     4.00
Pavarde5738    Vardas5738     4.00
Pavarde4065    Vardas4065     4.00
Pavarde7093    Vardas7093     4.00
Pavarde7253    Vardas7253     4.00
Pavarde7078    Vardas7078     4.00
Pavarde4460    Vardas4460     4.00
Pavarde7096    Vardas7096     4.00
Pavarde7099    Vardas7099     4.00
Pavarde6112    Vardas6112     4.00
Pavarde7961    Vardas7961     4.00
Pavarde6184    Vardas6184     4.00
Pavarde1842    Vardas1842     4.00
Pavarde8297    Vardas8297     4.00
Pavarde2238    Vardas2238     4.00
Pavarde1607    Vardas1607     4.00
Pavarde3159    Vardas3159     4.00
Pavarde5897    Vardas5897     4.00
Pavarde4544    Vardas4544     4.00
Pavarde1647    Vardas1647     4.00
Pavarde7916    Vardas7916     4.00
Pavarde1672    Vardas1672     4.00
Pavarde1676    Vardas1676     4.00
Pavarde5760    Vardas5760     4.00
Pavarde8474    Vardas8474     4.00
Pavarde8470    Vardas8470     4.00
Pavarde8464    Vardas8464     4.00
Pavarde8454    Vardas8454     4.00
Pavarde3979    Vardas3979     4.00
Pavarde4519    Vardas4519     4.00
Pavarde7266    Vardas7266     4.00
Pavarde8421    Vardas8421     4.00
Pavarde4348    Vardas4348     4.00
Pavarde1933    Vardas1933     4.00
Pavarde1942    Vardas1942     4.00
Pavarde5855    Vardas5855     4.00
Pavarde7181    Vardas7181     4.00
Pavarde8188    Vardas8188     4.00
Pavarde4397    Vardas4397     4.00
Pavarde5854    Vardas5854     4.00
Pavarde1989    Vardas1989     4.00
Pavarde8215    Vardas8215     4.00
Pavarde8068    Vardas8068     4.00
Pavarde8069    Vardas8069     4.00
Pavarde8144    Vardas8144     4.00
Pavarde2023    Vardas2023     4.00
Pavarde2024    Vardas2024     4.00
Pavarde2033    Vardas2033     4.00
Pavarde5839    Vardas5839     4.00
Pavarde4353    Vardas4353     4.00
Pavarde6170    Vardas6170     4.00
Pavarde7967    Vardas7967     4.00
Pavarde7990    Vardas7990     4.00
Pavarde1873    Vardas1873     4.00
Pavarde1876    Vardas1876     4.00
Pavarde5766    Vardas5766     4.00
Pavarde4005    Vardas4005     4.00
Pavarde2149    Vardas2149     4.00
Pavarde7240    Vardas7240     4.00
Pavarde7040    Vardas7040     4.00
Pavarde2143    Vardas2143     4.00
Pavarde8025    Vardas8025     4.00
Pavarde7151    Vardas7151     4.00
Pavarde2119    Vardas2119     4.00
Pavarde1914    Vardas1914     4.00
Pavarde1917    Vardas1917     4.00
Pavarde5779    Vardas5779     4.00
Pavarde1398    Vardas1398     4.00
Pavarde8815    Vardas8815     4.00
Pavarde3933    Vardas3933     4.00
Pavarde3247    Vardas3247     4.00
Pavarde1368    Vardas1368     4.00
Pavarde2322    Vardas2322     4.00
Pavarde1381    Vardas1381     4.00
Pavarde4622    Vardas4622     4.00
Pavarde6947    Vardas6947     4.00
Pavarde5909    Vardas5909     4.00
Pavarde1400    Vardas1400     4.00
Pavarde2311    Vardas2311     4.00
Pavarde7844    Vardas7844     4.00
Pavarde6952    Vardas6952     4.00
Pavarde3233    Vardas3233     4.00
Pavarde8699    Vardas8699     4.00
Pavarde8697    Vardas8697     4.00
Pavarde6254    Vardas6254     4.00
Pavarde4661    Vardas4661     4.00
Pavarde5557    Vardas5557     4.00
Pavarde4271    Vardas4271     4.00
Pavarde5932    Vardas5932     4.00
Pavarde2341    Vardas2341     4.00
Pavarde7288    Vardas7288     4.00
Pavarde8862    Vardas8862     4.00
Pavarde3277    Vardas3277     4.00
Pavarde8576    Vardas8576     4.00
Pavarde7836    Vardas7836     4.00
Pavarde5575    Vardas5575     4.00
Pavarde1298    Vardas1298     4.00
Pavarde1299    Vardas1299     4.00
Pavarde3270    Vardas3270     4.00
Pavarde1317    Vardas1317     4.00
Pavarde5589    Vardas5589     4.00
Pavarde6994    Vardas6994     4.00
Pavarde1518    Vardas1518     4.00
Pavarde6109    Vardas6109     4.00
Pavarde4287    Vardas4287     4.00
Pavarde6981    Vardas6981     4.00
Pavarde3209    Vardas3209     4.00
Pavarde5636    Vardas5636     4.00
Pavarde1436    Vardas1436     4.00
Pavarde6108    Vardas6108     4.00
Pavarde8657    Vardas8657     4.00
Pavarde1486    Vardas1486     4.00
Pavarde8662    Vardas8662     4.00
Pavarde1480    Vardas1480     4.00
Pavarde8631    Vardas8631     4.00
Pavarde1477    Vardas1477     4.00
Pavarde3189    Vardas3189     4.00
Pavarde1592    Vardas1592     4.00
Pavarde5618    Vardas5618     4.00
Pavarde3944    Vardas3944     4.00
Pavarde5660    Vardas5660     4.00
Pavarde3184    Vardas3184     4.00
Pavarde7880    Vardas7880     4.00
Pavarde2286    Vardas2286     4.00
Pavarde5629    Vardas5629     4.00
Pavarde2926    Vardas2926     4.20
Pavarde10000   Vardas10000    4.20
Pavarde3610    Vardas3610     4.20
Pavarde6479    Vardas6479     4.20
Pavarde6405    Vardas6405     4.20
Pavarde2986    Vardas2986     4.20
Pavarde7304    Vardas7304     4.20
Pavarde2931    Vardas2931     4.20
Pavarde7212    Vardas7212     4.20
Pavarde2978    Vardas2978     4.20
Pavarde6456    Vardas6456     4.20
Pavarde3646    Vardas3646     4.20
Pavarde2751    Vardas2751     4.20
Pavarde7255    Vardas7255     4.20
Pavarde6455    Vardas6455     4.20
Pavarde6514    Vardas6514     4.20
Pavarde2761    Vardas2761     4.20
Pavarde3712    Vardas3712     4.20
Pavarde3771    Vardas3771     4.20
Pavarde2748    Vardas2748     4.20
Pavarde3793    Vardas3793     4.20
Pavarde7248    Vardas7248     4.20
Pavarde6447    Vardas6447     4.20
Pavarde7242    Vardas7242     4.20
Pavarde7262    Vardas7262     4.20
Pavarde3702    Vardas3702     4.20
Pavarde6468    Vardas6468     4.20
Pavarde3767    Vardas3767     4.20
Pavarde7327    Vardas7327     4.20
Pavarde3376    Vardas3376     4.20
Pavarde6797    Vardas6797     4.20
Pavarde6297    Vardas6297     4.20
Pavarde3875    Vardas3875     4.20
Pavarde6783    Vardas6783     4.20
Pavarde3873    Vardas3873     4.20
Pavarde4102    Vardas4102     4.20
Pavarde3871    Vardas3871     4.20
Pavarde3882    Vardas3882     4.20
Pavarde6986    Vardas6986     4.20
Pavarde3953    Vardas3953     4.20
Pavarde6225    Vardas6225     4.20
Pavarde7023    Vardas7023     4.20
Pavarde6215    Vardas6215     4.20
Pavarde3135    Vardas3135     4.20
Pavarde3448    Vardas3448     4.20
Pavarde2800    Vardas2800     4.20
Pavarde3371    Vardas3371     4.20
Pavarde3370    Vardas3370     4.20
Pavarde6237    Vardas6237     4.20
Pavarde3888    Vardas3888     4.20
Pavarde3339    Vardas3339     4.20
Pavarde3894    Vardas3894     4.20
Pavarde6283    Vardas6283     4.20
Pavarde6268    Vardas6268     4.20
Pavarde3273    Vardas3273     4.20
Pavarde3280    Vardas3280     4.20
Pavarde2837    Vardas2837     4.20
Pavarde6260    Vardas6260     4.20
Pavarde3301    Vardas3301     4.20
Pavarde6901    Vardas6901     4.20
Pavarde3292    Vardas3292     4.20
Pavarde3511    Vardas3511     4.20
Pavarde3599    Vardas3599     4.20
Pavarde3000    Vardas3000     4.20
Pavarde6572    Vardas6572     4.20
Pavarde7200    Vardas7200     4.20
Pavarde3816    Vardas3816     4.20
Pavarde6148    Vardas6148     4.20
Pavarde7195    Vardas7195     4.20
Pavarde4122    Vardas4122     4.20
Pavarde6610    Vardas6610     4.20
Pavarde3831    Vardas3831     4.20
Pavarde7163    Vardas7163     4.20
Pavarde6626    Vardas6626     4.20
Pavarde7149    Vardas7149     4.20
Pavarde6633    Vardas6633     4.20
Pavarde3515    Vardas3515     4.20
Pavarde6054    Vardas6054     4.20
Pavarde7136    Vardas7136     4.20
Pavarde6641    Vardas6641     4.20
Pavarde7317    Vardas7317     4.20
Pavarde6646    Vardas6646     4.20
Pavarde7109    Vardas7109     4.20
Pavarde3500    Vardas3500     4.20
Pavarde2859    Vardas2859     4.20
Pavarde3494    Vardas3494     4.20
Pavarde3080    Vardas3080     4.20
Pavarde6661    Vardas6661     4.20
Pavarde6663    Vardas6663     4.20
Pavarde3484    Vardas3484     4.20
Pavarde3480    Vardas3480     4.20
Pavarde3479    Vardas3479     4.20
Pavarde3114    Vardas3114     4.20
Pavarde4808    Vardas4808     4.20
Pavarde8099    Vardas8099     4.20
Pavarde9097    Vardas9097     4.20
Pavarde8095    Vardas8095     4.20
Pavarde966     Vardas966      4.20
Pavarde2073    Vardas2073     4.20
Pavarde9119    Vardas9119     4.20
Pavarde8071    Vardas8071     4.20
Pavarde9122    Vardas9122     4.20
Pavarde954     Vardas954      4.20
Pavarde8112    Vardas8112     4.20
Pavarde8053    Vardas8053     4.20
Pavarde9146    Vardas9146     4.20
Pavarde8039    Vardas8039     4.20
Pavarde927     Vardas927      4.20
Pavarde4339    Vardas4339     4.20
Pavarde889     Vardas889      4.20
Pavarde4840    Vardas4840     4.20
Pavarde4841    Vardas4841     4.20
Pavarde1049    Vardas1049     4.20
Pavarde1073    Vardas1073     4.20
Pavarde8197    Vardas8197     4.20
Pavarde1069    Vardas1069     4.20
Pavarde4739    Vardas4739     4.20
Pavarde9029    Vardas9029     4.20
Pavarde5801    Vardas5801     4.20
Pavarde4748    Vardas4748     4.20
Pavarde8170    Vardas8170     4.20
Pavarde4387    Vardas4387     4.20
Pavarde858     Vardas858      4.20
Pavarde1036    Vardas1036     4.20
Pavarde4756    Vardas4756     4.20
Pavarde8153    Vardas8153     4.20
Pavarde2013    Vardas2013     4.20
Pavarde9081    Vardas9081     4.20
Pavarde5465    Vardas5465     4.20
Pavarde5464    Vardas5464     4.20
Pavarde9095    Vardas9095     4.20
Pavarde641     Vardas641      4.20
Pavarde4903    Vardas4903     4.20
Pavarde4907    Vardas4907     4.20
Pavarde9362    Vardas9362     4.20
Pavarde698     Vardas698      4.20
Pavarde696     Vardas696      4.20
Pavarde9378    Vardas9378     4.20
Pavarde671     Vardas671      4.20
Pavarde666     Vardas666      4.20
Pavarde656     Vardas656      4.20
Pavarde2247    Vardas2247     4.20
Pavarde2303    Vardas2303     4.20
Pavarde2317    Vardas2317     4.20
Pavarde7829    Vardas7829     4.20
Pavarde9428    Vardas9428     4.20
Pavarde4928    Vardas4928     4.20
Pavarde4275    Vardas4275     4.20
Pavarde2344    Vardas2344     4.20
Pavarde605     Vardas605      4.20
Pavarde9298    Vardas9298     4.20
Pavarde4845    Vardas4845     4.20
Pavarde851     Vardas851      4.20
Pavarde7970    Vardas7970     4.20
Pavarde4859    Vardas4859     4.20
Pavarde2176    Vardas2176     4.20
Pavarde4865    Vardas4865     4.20
Pavarde812     Vardas812      4.20
Pavarde9278    Vardas9278     4.20
Pavarde9285    Vardas9285     4.20
Pavarde9020    Vardas9020     4.20
Pavarde7936    Vardas7936     4.20
Pavarde773     Vardas773      4.20
Pavarde7926    Vardas7926     4.20
Pavarde5358    Vardas5358     4.20
Pavarde2229    Vardas2229     4.20
Pavarde4305    Vardas4305     4.20
Pavarde5351    Vardas5351     4.20
Pavarde4898    Vardas4898     4.20
Pavarde1711    Vardas1711     4.20
Pavarde8488    Vardas8488     4.20
Pavarde8646    Vardas8646     4.20
Pavarde4599    Vardas4599     4.20
Pavarde8469    Vardas8469     4.20
Pavarde8686    Vardas8686     4.20
Pavarde1443    Vardas1443     4.20
Pavarde8460    Vardas8460     4.20
Pavarde5699    Vardas5699     4.20
Pavarde1442    Vardas1442     4.20
Pavarde5687    Vardas5687     4.20
Pavarde8448    Vardas8448     4.20
Pavarde1718    Vardas1718     4.20
Pavarde5616    Vardas5616     4.20
Pavarde8714    Vardas8714     4.20
Pavarde1409    Vardas1409     4.20
Pavarde8785    Vardas8785     4.20
Pavarde8420    Vardas8420     4.20
Pavarde8821    Vardas8821     4.20
Pavarde4570    Vardas4570     4.20
Pavarde8563    Vardas8563     4.20
Pavarde8585    Vardas8585     4.20
Pavarde8589    Vardas8589     4.20
Pavarde8549    Vardas8549     4.20
Pavarde8591    Vardas8591     4.20
Pavarde8593    Vardas8593     4.20
Pavarde1614    Vardas1614     4.20
Pavarde8605    Vardas8605     4.20
Pavarde1547    Vardas1547     4.20
Pavarde8399    Vardas8399     4.20
Pavarde8522    Vardas8522     4.20
Pavarde1640    Vardas1640     4.20
Pavarde1519    Vardas1519     4.20
Pavarde5675    Vardas5675     4.20
Pavarde8507    Vardas8507     4.20
Pavarde4535    Vardas4535     4.20
Pavarde1664    Vardas1664     4.20
Pavarde8497    Vardas8497     4.20
Pavarde8990    Vardas8990     4.20
Pavarde8965    Vardas8965     4.20
Pavarde1878    Vardas1878     4.20
Pavarde8972    Vardas8972     4.20
Pavarde8979    Vardas8979     4.20
Pavarde4436    Vardas4436     4.20
Pavarde8268    Vardas8268     4.20
Pavarde8266    Vardas8266     4.20
Pavarde8987    Vardas8987     4.20
Pavarde1111    Vardas1111     4.20
Pavarde1870    Vardas1870     4.20
Pavarde8245    Vardas8245     4.20
Pavarde1905    Vardas1905     4.20
Pavarde5775    Vardas5775     4.20
Pavarde9000    Vardas9000     4.20
Pavarde9013    Vardas9013     4.20
Pavarde1925    Vardas1925     4.20
Pavarde8219    Vardas8219     4.20
Pavarde4733    Vardas4733     4.20
Pavarde8866    Vardas8866     4.20
Pavarde4647    Vardas4647     4.20
Pavarde8390    Vardas8390     4.20
Pavarde5733    Vardas5733     4.20
Pavarde4650    Vardas4650     4.20
Pavarde4651    Vardas4651     4.20
Pavarde1292    Vardas1292     4.20
Pavarde4654    Vardas4654     4.20
Pavarde1284    Vardas1284     4.20
Pavarde1276    Vardas1276     4.20
Pavarde2741    Vardas2741     4.20
Pavarde8875    Vardas8875     4.20
Pavarde8336    Vardas8336     4.20
Pavarde8319    Vardas8319     4.20
Pavarde1205    Vardas1205     4.20
Pavarde1187    Vardas1187     4.20
Pavarde1185    Vardas1185     4.20
Pavarde8294    Vardas8294     4.20
Pavarde8284    Vardas8284     4.20
Pavarde74      Vardas74       4.20
Pavarde5020    Vardas5020     4.20
Pavarde480     Vardas480      4.20
Pavarde6029    Vardas6029     4.20
Pavarde2675    Vardas2675     4.20
Pavarde4238    Vardas4238     4.20
Pavarde7707    Vardas7707     4.20
Pavarde5209    Vardas5209     4.20
Pavarde484     Vardas484      4.20
Pavarde2681    Vardas2681     4.20
Pavarde203     Vardas203      4.20
Pavarde2683    Vardas2683     4.20
Pavarde9714    Vardas9714     4.20
Pavarde7598    Vardas7598     4.20
Pavarde2559    Vardas2559     4.20
Pavarde7594    Vardas7594     4.20
Pavarde9533    Vardas9533     4.20
Pavarde4963    Vardas4963     4.20
Pavarde4959    Vardas4959     4.20
Pavarde7483    Vardas7483     4.20
Pavarde7482    Vardas7482     4.20
Pavarde9738    Vardas9738     4.20
Pavarde9740    Vardas9740     4.20
Pavarde9876    Vardas9876     4.20
Pavarde406     Vardas406      4.20
Pavarde9643    Vardas9643     4.20
Pavarde4159    Vardas4159     4.20
Pavarde2511    Vardas2511     4.20
Pavarde418     Vardas418      4.20
Pavarde9630    Vardas9630     4.20
Pavarde4989    Vardas4989     4.20
Pavarde9873    Vardas9873     4.20
Pavarde9664    Vardas9664     4.20
Pavarde436     Vardas436      4.20
Pavarde4934    Vardas4934     4.20
Pavarde9609    Vardas9609     4.20
Pavarde9606    Vardas9606     4.20
Pavarde5079    Vardas5079     4.20
Pavarde9577    Vardas9577     4.20
Pavarde9845    Vardas9845     4.20
Pavarde9684    Vardas9684     4.20
Pavarde7670    Vardas7670     4.20
Pavarde9901    Vardas9901     4.20
Pavarde109     Vardas109      4.20
Pavarde9912    Vardas9912     4.20
Pavarde7548    Vardas7548     4.20
Pavarde2727    Vardas2727     4.20
Pavarde276     Vardas276      4.20
Pavarde563     Vardas563      4.20
Pavarde7454    Vardas7454     4.20
Pavarde548     Vardas548      4.20
Pavarde7748    Vardas7748     4.20
Pavarde7452    Vardas7452     4.20
Pavarde7752    Vardas7752     4.20
Pavarde7758    Vardas7758     4.20
Pavarde2409    Vardas2409     4.20
Pavarde7565    Vardas7565     4.20
Pavarde7788    Vardas7788     4.20
Pavarde5941    Vardas5941     4.20
Pavarde2389    Vardas2389     4.20
Pavarde9502    Vardas9502     4.20
Pavarde7451    Vardas7451     4.20
Pavarde9819    Vardas9819     4.20
Pavarde5061    Vardas5061     4.20
Pavarde5935    Vardas5935     4.20
Pavarde2423    Vardas2423     4.20
Pavarde253     Vardas253      4.20
Pavarde578     Vardas578      4.20
Pavarde9950    Vardas9950     4.20
Pavarde9952    Vardas9952     4.20
Pavarde5952    Vardas5952     4.20
